MATRICULA;NOME;CARGO;CLASSE_CARGO;SETOR;NIVEL_CARGO;INFO_CARGO;ATIVIDADE;COD_ORG_LOTACAO;ORG_LOTACAO;COD_TIPO_VINCULO;TIPO_VINCULO;SITUACAO_VINCULO;REGIME_JURIDICO;JORNADA_DE_TRABALHO;DATA_INGRESSO;DATA FIM;UF_EXERCICIO;COD STATUS;STATUS;GENERO;SALARIO BASE;ADICIONAIS
7992714399; MATIAS DE LIMA JUNIOR;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26244;Centro Estudantil do Rio Grande do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;28/03/2017;;RS;1;Ativo;Masc.;12897.8;779
7762389599; MAURICIO EDUARDO LINS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26236;Centro Estudantil Fluminense;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;20/04/2018;;RJ;1;Ativo;Feminino;8061.13;879.52
8270629699; NICODEMOS DA SILVEIRA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26246;Centro Estudantil de Santa Catarina;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;11/09/2014;26/09/2018;SC;5;Desligado;Masculino;11800.12;2006.47
7900786799; NORBERTO NOLETO GOMES;ADMINISTRADOR;E;Administrativo;3;0;Sem informação;26240;Centro Estudantil da Paraíba;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;19/12/2012;;PB;1;Ativo;Feminino;10365.98;1214.88
8612292499; NUNES CAVALCANTI NETO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26242;Centro Estudantil de Pernambuco;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;06/05/2016;;PE;1;Ativo;Masc.;11800.12;568.73
10550069299; OLIVAR LOPES DE BRITO;ENGENHEIRO;E;Engenharia;2;0;Sem informação;26273;Centro Estudantil do Rio Grande;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;15/06/2021;;RS;1;Ativo;Masculino;6354.6;458
7310582099; PAULO AGUIAR HENRIQUE;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26273;Centro Estudantil do Rio Grande;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;24/07/2020;;RS;1;Ativo;Masculino;9616.18;568.73
7372672899; PEDRO FERNANDES SILVA;QUIMICO;E;Pedagógico;2;0;Sem informação;26245;Centro Estudantil do Rio de Janeiro;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;28/07/2017;;RJ;1;Ativo;Masculino;8526;600.03
7801199099; PEREIRA DE MOURA NETO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26235;Centro Estudantil de Goiás;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;21/02/2020;;GO;1;Ativo;Feminino;6289.65;458
7670755999; RAIMUNDO ASSEN CORREA;ADMINISTRADOR;E;Administrativo;2;0;Sem informação;26247;Centro Estudantil de Santa Maria;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;07/10/2016;;RS;1;Ativo;Feminino;6333.6;458
8291697399; RAIMUNDO CAMPELO NETO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26248;Centro Estudantil Rural de Pernambuco;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;17/02/2016;;PE;1;Ativo;Masc.;11800.12;1097.08
7931549899; RAIMUNDO RAMOS SANTOS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26442;Centro da Integração Internacional;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;09/05/2017;;CE;1;Ativo;Masculino;11800.12;674.52
8240648099; RAMOS PEREIRA SANTANA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26273;Centro Estudantil do Rio Grande;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;06/05/2016;;RS;1;Ativo;Masculino;11800.12;568.73
7622440099; RANGEL ALVES DA SILVA;ANALISTA DE TEC DA INFORMACAO;E;TI;1;0;Sem informação;26283;Centro Estudantil de Mato Grosso do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;26/08/2013;04/08/2021;MS;2;Desligado;Masculino;13453.63;0
8441204599; REINALDO SALES LISBOA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26283;Centro Estudantil de Mato Grosso do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;28/07/2017;;MS;1;Ativo;Feminino;11800.12;574.38
7611355699; RENATO MOREIRA BARROS;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26275;Centro Estudantil do Acre;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;11/04/2014;;AC;1;Ativo;Masculino;11800.12;779
8102016499; RENATO RIBEIRO PALUMA;ANALISTA DE TEC DA INFORMACAO;E;TI;3;0;Sem informação;26262;Centro Estudantil de São Paulo;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;15/09/2011;;SP;1;Ativo;Feminino;8966.61;1102.02
7492753199; RENIRALDO NUNES COSTA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26239;Centro Estudantil do Pará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;08/10/2015;;PA;1;Ativo;Feminino;12348.96;458
7492731399; RESENDE DE MELO FILHO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26248;Centro Estudantil Rural de Pernambuco;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;23/12/2020;;PE;1;Ativo;Masculino;9616.18;563.79
8371566099; RIBAMAR ALMEIDA PINTO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26245;Centro Estudantil do Rio de Janeiro;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;09/03/2020;;RJ;1;Ativo;Masc.;9616.18;458
8080556399; RIBAMAR AMORIM BARROS;ANALISTA DE TEC DA INFORMACAO;E;TI;3;0;Sem informação;26237;Centro Estudantil de Juiz de Fora;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;01/09/2014;;MG;1;Ativo;Masculino;8306.11;568.73
7450748299; RIBAMAR BARBOSA ALVES;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26233;Centro Estudantil do Ceará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;06/05/2019;;CE;1;Ativo;Masculino;10063.44;568.73
8292187799; RIBAMAR BENTO CARDOSO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26233;Centro Estudantil do Ceará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;10/10/2012;;CE;1;Ativo;Feminino;11800.12;779
7251865899; RIBAMAR BEZERRA FILHO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26235;Centro Estudantil de Goiás;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;27/09/2017;;GO;1;Ativo;Feminino;11800.12;669.58
8481930499; RIBAMAR DA SILVA LIMA;TEC EM SEGURANCA DO TRABALHO;D;Serviços;2;0;Sem informação;26247;Centro Estudantil de Santa Maria;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;07/08/2014;;RS;1;Ativo;Masc.;3998.03;458
7880836199; RIBAMAR DO NASCIMENTO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26252;Centro Estudantil de Campina Grande;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;06/03/2017;;PB;1;Ativo;Masc.;12348.96;986.35
7461088999; RIBAMAR GADELHA COSTA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26238;Centro Estudantil de Minas Gerais;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;23/01/2017;;MG;1;Ativo;Masculino;11800.12;568.73
8292609999; RIBAMAR LIMA OLIVEIRA;ANALISTA DE TEC DA INFORMACAO;E;TI;2;0;Sem informação;26233;Centro Estudantil do Ceará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;07/01/2014;;CE;1;Ativo;Feminino;5997;1463.88
8022663699; RIBAMAR MENDES ARAUJO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26237;Centro Estudantil de Juiz de Fora;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;10/08/2016;26/06/2021;MG;4;Desligado;Masculino;8341.36;0
8121195899; RICARDO CARDOSO NUNES;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;502;Sem informação;26241;Centro Estudantil do Paraná;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;01/09/2014;;PR;1;Ativo;Feminino;14205.01;1006.11
8081485599; RICARDO COSTA MIRANDA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26236;Centro Estudantil Fluminense;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;31/08/2015;;RJ;1;Ativo;Masc.;12348.96;458
8312255999; RICARDO E SOUZA MAFRA;ANALISTA DE TEC DA INFORMACAO;E;TI;1;0;Sem informação;26441;Centro Estudantil do Oeste do Pará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;05/11/2009;;PA;1;Ativo;Masc.;7103.91;458
7352663199; RICARDO PEREIRA GOMES;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26236;Centro Estudantil Fluminense;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;15/08/2019;;RJ;1;Ativo;Masc.;9616.18;458
7221365199; RILDO BARCELLOS ROHEM;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26273;Centro Estudantil do Rio Grande;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;23/07/2020;;RS;1;Ativo;Masc.;9616.18;458
8422317299; ROBERTO DIAS DA SILVA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26246;Centro Estudantil de Santa Catarina;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;22/11/2019;;SC;1;Ativo;Masculino;9616.18;458
7832330099; ROBERTO GOULART FILHO;ENGENHEIRO;E;Engenharia;2;0;Sem informação;26262;Centro Estudantil de São Paulo;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;23/11/2018;;SP;1;Ativo;Masculino;5867.05;842.2
8111949999; ROBERTO PAULA FURTADO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26276;Centro Estudantil de Mato Grosso;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;09/06/2016;;MT;1;Ativo;Feminino;11800.12;574.38
8461444699; ROBERTO PEREIRA CUNHA;ENGENHEIRO;E;Engenharia;3;0;Sem informação;26250;Centro Estudantil de Roraima;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;01/08/2014;;RR;1;Ativo;Feminino;6837.25;1153.09
8471403099; ROBSON DA SILVA GOMES;ADMINISTRADOR;E;Administrativo;1;0;Sem informação;26282;Centro Estudantil de Viçosa;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;29/06/2018;11/02/2021;MG;2;Desligado;Feminino;6747.96;44.86
7651830799; ROMERO CARDOZO ANGELO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;502;Sem informação;26247;Centro Estudantil de Santa Maria;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;09/09/2013;;RS;1;Ativo;Feminino;7044.42;569.43
7891652799; SALVIO DE MOURA FILHO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26236;Centro Estudantil Fluminense;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;28/07/2014;;RJ;1;Ativo;Masc.;12348.96;458
8460817099; SARTO NUNES FERNANDES;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26351;Centro Estudantil do Recôncavo da Bahia;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;25/04/2016;;BA;1;Ativo;Masc.;11800.12;458
8531366199; SIDNEY DE CASTRO MOTA;ADMINISTRADOR;E;Administrativo;2;0;Sem informação;26238;Centro Estudantil de Minas Gerais;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;31/12/2009;;MG;1;Ativo;Masc.;6580.61;458
7382673799; SINILO DE MATOS FILHO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26244;Centro Estudantil do Rio Grande do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;19/04/2016;03/11/2020;RS;4;Desligado;Masc.;3850;458
7702009699; SINVAL BARBOSA TORRES;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26244;Centro Estudantil do Rio Grande do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;27/06/2014;;RS;1;Ativo;Masculino;11800.12;691.8
8390549299; SOARES CARNEIRO FILHO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26244;Centro Estudantil do Rio Grande do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;10/01/2017;;RS;1;Ativo;Masc.;12897.8;574.38
8262600999; TAVARES CARNEIRO NETO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26242;Centro Estudantil de Pernambuco;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;09/05/2016;;PE;1;Ativo;Masculino;11800.12;568.73
7652504899; VALMIR CARDOSO CASTRO;ENGENHEIRO;E;Engenharia;3;0;Sem informação;26276;Centro Estudantil de Mato Grosso;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;08/04/2014;;MT;1;Ativo;Feminino;7103.91;569.43
7410830599; VICENTE MOREIRA MELLO;TEC EM SEGURANCA DO TRABALHO;D;Serviços;2;0;Sem informação;26247;Centro Estudantil de Santa Maria;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;17/07/2017;;RS;1;Ativo;Feminino;3707.09;733.77
7830942399; VILMAR BARBOSA FRANCA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26231;Centro Estudantil de Alagoas;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;19/01/2017;;AL;1;Ativo;Masc.;11800.12;458
7481383899; VILTON RAMOS DA SILVA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26232;Centro Estudantil da Bahia;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;03/07/2017;;BA;1;Ativo;Feminino;11800.12;458
7962165199; WELLINGTON DOS SANTOS;ENGENHEIRO;E;Engenharia;2;0;Sem informação;26239;Centro Estudantil do Pará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;04/07/2016;;PA;1;Ativo;Masculino;6837.25;654.81
8281048499; WESLEY DAVID DE SOUZA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26249;Centro Estudantil Rural do Rio de Janeiro;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;03/01/2018;;RJ;1;Ativo;Masc.;7718.1;929.78
7442652999; WILSON DA SILVA LOPES;ADMINISTRADOR;E;Administrativo;2;0;Sem informação;26273;Centro Estudantil do Rio Grande;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;12/02/2014;;RS;1;Ativo;Feminino;8630.04;1203.58
7780604199; WILSON GOMES FERREIRA;HISTORIADOR;E;Pedagógico;2;0;Sem informação;26233;Centro Estudantil do Ceará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;17/06/2014;;CE;1;Ativo;Feminino;7405.44;1109.06
7382407599; ZILDO VILELA FERREIRA;ADMINISTRADOR;E;Administrativo;2;0;Sem informação;26252;Centro Estudantil de Campina Grande;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;17/04/2017;;PB;1;Ativo;Feminino;6837.25;1118.96
8411667299; MARIA CORREA MONTEIRO;ADMINISTRADOR;E;Administrativo;1;0;Sem informação;26280;Centro Estudantil de São Carlos;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;15/04/2021;;SP;1;Ativo;Masculino;7967.9;1524.58
7591473599; PATRICIO ROCHA PAGANI;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26244;Centro Estudantil do Rio Grande do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;06/07/2015;;RS;1;Ativo;Masc.;7155.54;1009.8
7872336799; PINHEIRO LOPES SOARES;ADMINISTRADOR;E;Administrativo;2;0;Sem informação;26235;Centro Estudantil de Goiás;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;27/04/2017;;GO;1;Ativo;Masculino;6333.6;1002.58
7521220099; CONSTANTINO DE ARAUJO;ANALISTA DE TEC DA INFORMACAO;E;TI;3;0;Sem informação;26246;Centro Estudantil de Santa Catarina;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;21/03/2017;25/07/2019;SC;2;Desligado;Masculino;7760.19;0
7521789099; BEZERRA DO NASCIMENTO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26275;Centro Estudantil do Acre;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;13/11/2019;;AC;1;Ativo;Masc.;9616.18;458
8121396999; MORIS GOMES CALDERANO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26282;Centro Estudantil de Viçosa;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;26/07/2019;;MG;1;Ativo;Masculino;9616.18;563.79
7531999099; MARIA DE MORAES BORBA;ENGENHEIRO;E;Engenharia;2;0;Sem informação;26279;Centro Estudantil do Piauí;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;06/04/2017;;PI;1;Ativo;Masc.;8306.11;563.79
7271493799; GONCALVES DE SIQUEIRA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;3;601;Sem informação;26261;Centro Estudantil de Itajubá;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;20/06/2013;;MG;1;Ativo;Masculino;8232.64;706.66
8601248099; BENEDITO PEREIRA NETO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26245;Centro Estudantil do Rio de Janeiro;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;23/09/2009;;RJ;1;Ativo;Masculino;11800.12;575.42
8472324399; KELLYN PEREIRA VIEIRA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;502;Sem informação;26233;Centro Estudantil do Ceará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;21/01/1999;;CE;1;Ativo;Feminino;5480.61;458
8532169599; ANDRADE DO NASCIMENTO;GEOLOGO;E;Pedagógico;1;0;Sem informação;26244;Centro Estudantil do Rio Grande do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;16/06/2014;;RS;1;Ativo;Masculino;7103.91;580.02
8251113199; BARRETO MACEDO JUNIOR;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26263;Centro Estudantil de Lavras;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;21/08/2019;;MG;1;Ativo;Masculino;5831.21;1547.85
7951818899; TAVORA NUNES FERREIRA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26247;Centro Estudantil de Santa Maria;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;31/10/2019;;RS;1;Ativo;Feminino;9616.18;1204.29
7222737699; TRINTA FERREIRA FILHO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26283;Centro Estudantil de Mato Grosso do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;17/10/2019;;MS;1;Ativo;Masc.;9616.18;563.79
7961432799; VIEIRA DE SOUZA FILHO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26351;Centro Estudantil do Recôncavo da Bahia;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;02/08/2017;;BA;1;Ativo;Feminino;11800.12;1107.67
8442280399; PIRES FRANZ DEBORTOLI;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26249;Centro Estudantil Rural do Rio de Janeiro;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;03/03/2017;;RJ;1;Ativo;Masculino;11800.12;757.7
7312232199; SOCORRO DA SILVA LIMA;PEDAGOGO;E;Pedagógico;2;0;Sem informação;26246;Centro Estudantil de Santa Catarina;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;02/02/2012;14/06/2021;SC;4;Desligado;Masculino;9184.28;0
8392135699; TADEU TAVARES RIBEIRO;ENGENHEIRO;E;Engenharia;2;0;Sem informação;26233;Centro Estudantil do Ceará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;30/08/2017;;CE;1;Ativo;Masc.;9500.4;458
7680879399; ARAUJO SANTOS MARTINS;ADMINISTRADOR;E;Administrativo;1;0;Sem informação;26241;Centro Estudantil do Paraná;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;22/06/2016;;PR;1;Ativo;Feminino;6837.25;569.43
8592167499; AROXA PEREIRA BARBOSA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26263;Centro Estudantil de Lavras;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;27/09/2016;;MG;1;Ativo;Masculino;11800.12;1098.5
11530012999; BARBOZA D ALBUQUERQUE;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;601;Sem informação;26244;Centro Estudantil do Rio Grande do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;20/07/2021;;RS;1;Ativo;Masc.;9616.18;1103.36
7702713699; CAMPOS CAMARA RIBEIRO;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26245;Centro Estudantil do Rio de Janeiro;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;31/07/2017;;RJ;1;Ativo;Masculino;11800.12;996.94
7881841099; CARRILHO LEITE SOARES;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26239;Centro Estudantil do Pará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;01/08/2016;;PA;1;Ativo;Masculino;11800.12;458
8472557099; COSTA LEITE SHIRATORI;ENGENHEIRO;E;Engenharia;3;0;Sem informação;26243;Centro Estudantil do Rio Grande do Norte;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;04/02/2010;;RN;1;Ativo;Masc.;8966.61;458
7230671099; FLAVIA FONTES E SILVA;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26240;Centro Estudantil da Paraíba;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;10/08/2016;;PB;1;Ativo;Masculino;11800.12;458
7701991899; GIOVANNINI DE REZENDE;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;1;502;Sem informação;26255;Centro Estudantil dos Vales do Jequiti;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;13/11/2013;;MG;1;Ativo;Masculino;7803.45;568.73
7202617599; LAGO GARCIA MAZZARONE;ADMINISTRADOR;E;Administrativo;1;0;Sem informação;26247;Centro Estudantil de Santa Maria;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;17/04/2014;;RS;1;Ativo;Masculino;7103.91;458
7380889299; MAGALHAES STALLIVIERE;PROFESSOR UNIVERSITÁRIO;5;Pedagógico;2;601;Sem informação;26233;Centro Estudantil do Ceará;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;DEDICACAO EXCLUSIVA;16/02/2016;;CE;1;Ativo;Masculino;11800.12;674.52
7942076299; PEDROSO BAUAB GERALDO;ADMINISTRADOR;E;Administrativo;2;0;Sem informação;26276;Centro Estudantil de Mato Grosso;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;08/09/2014;;MT;1;Ativo;Masculino;5464.55;458
7200961799; SAHIONE MAYRINK NEIVA;ENGENHEIRO;E;Engenharia;3;0;Sem informação;26283;Centro Estudantil de Mato Grosso do Sul;2;Cargo;ATIVO PERMANENTE;REGIME JURIDICO UNICO;40 HORAS SEMANAIS;17/10/2016;11/04/2019;MS;2;Desligado;Masculino;15747.83;0
